HS Code,Description,Category
391733,tubes pipes and hoses not reinforced with fi,39
391740,fittings for tubes pipes and hoses of plasti,39
391890,floor wall or ceiling coverings of plastics n,39
391990,other selfadhesive plates tape strip foil,39
392020,plates of polymers of propylene not reinfo,39
392041,plates of polymers of vinyl chloride rigid,39
392051,plates of polymethyl methacrylate not rein,39
392061,plates of polycarbonates not reinforced e,39
392063,plates of unsaturated polyesters not reinf,39
392071,plates of regenerated cellulose not reinfo,39
392073,plates of cellulose acetate not reinforced,39
392091,plates of polyvinyl butyral not reinforced,39
392093,plates of aminoresins not reinforced etc,39
392099,plates of other plastics not reinforced e,39
392112,cellular plates strips of polymers of vinyl,39
392114,cellular plates strips of polymers of regen,39
392190,other cellular plates strips of plastics,39
392220,lavatory seats and covers of plastics,39
392310,boxes cases crates and similar articles of pl,39
392329,sacks and bags incl cones of other plastics,39
392340,spools cops bobbins and similar supports of p,39
392390,articles for the packing of goods of plastics,39
392490,household and toilet articles of plastics nes,39
392520,doors windows and their frames and thresholds,39
392590,builders ware of plastics nes,39
392620,articles of apparel and clothing accessories of,39
392640,statuettes and other ornamental articles of pla,39
400121,smoked sheets of natural rubber,40
400129,other natural rubber in primary forms or in pl,40
400211,latex of styrenebutadiene or carboxylated styr,40
400220,butadiene rubber in primary forms or in plates,40
400239,haloisobuteneisoprene rubber,40
400249,chloroprene chlorobutadiene rubber excl lat,40
400259,acrylonitrilebutadiene rubber excl latex,40
400270,ethylenepropylenenonconjugated diene rubber,40
400291,latex of synthetic rubber nes,40
400300,reclaimed rubber in primary forms or in plates,40
400510,rubber compounded with carbon black or silica,40
400591,plates sheets and strip of unvulcanized compo,40
400610,camelback strips for retreading rubber tyres,40
400700,vulcanized rubber thread and cord,40
400819,rods and profile shapes of cellular vulcanized,40
400829,rods and profile shapes of noncellular vulcan,40
400920,tubes of vulcanized rubber reinforced with,40
400940,tubes of vulcanized rubber reinforced with,40
401010,conveyor belting of vulcanized rubber of tr,40
401099,conveyor belting of vulcanized rubber of a,40
401120,new pneumatic tyres of rubber of a kind used o,40
401140,new pneumatic tyres of rubber of a kind used o,40
401191,new pneumatic tyres of rubber nes of herring,40
401210,retreaded tyres of rubber,40
401290,solid tyres interchangeable tyre treads and,40
401320,inner tubes of rubber of a kind used on bicycl,40
401410,sheath contraceptives,40
401511,surgical gloves,40
401590,articles of apparel and clothing accessories of,40
401691,floor coverings and mats of vulcanized rubber,40
401693,gaskets washers and other seals of vulcanized,40
401695,inflatable articles of vulcanized rubber nes,40
401700,hard rubber eg ebonite in all forms article,40
410121,whole hides and skins of bovine animals nes f,41
410129,hides and skins of bovine animals fresh or wet,41
410140,hides and skins of equine animal fresh or sal,41
410221,pickled skins of sheep or lambs without wool,41
410310,hides and skins of goats or kids fresh or pres,41
410390,other hides and skins fresh or preserved not,41
410421,bovine leather vegetable pretanned excl fur,41
410429,other bovine and equine leather tanned excl,41
410439,bovine and equine leather prepared after tanni,41
410512,sheep lamb skin leather nonveg pretanned,41
410520,sheep or lamb skin leather prepared after tann,41
410612,goat or kid skin leather pretanned excl fu,41
410620,goat or kid skin leather prepared after tannin,41
410721,leather of reptiles vegetable pretanned,41
410790,leather of animals nes,41
410900,patent leather and patent laminated leather me,41
411100,composition leather with a basis of leather,41
420211,trunks suitcases etc with outer surface,42
420219,trunks suitcases etc nes,42
420222,handbags with outer surface of plastic sheeting,42
420231,articles normally carried in pocket or handbag,42
420239,articles normally carried in pocket or handbag,42
420292,cases and containers nes with outer surface o,42
420310,articles of apparel of leather,42
420329,protective gloves mittens and mitts for trades,42
420340,clothing accessories of leather or composition,42
420500,articles of leather or of composition leather,42
420690,articles of gut excl silkworm or catgut o,42
430120,raw furskins of rabbit or hare whole,43
430140,raw furskins of beaver whole,43
430160,raw furskins of fox whole,43
430180,raw furskins nes,43
430211,tanned or dressed whole skins of mink not asse,43
430213,tanned or dressed whole skins of lamb not asse,43
430220,tanned or dressed heads tails paws and other,43
430310,articles of apparel and clothing accessories of,43
430400,artificial fur and articles thereof,43
440121,coniferous wood in chips or particles,44
440130,sawdust wood waste and scrap incl agglomerat,44
440310,wood in the rough treated with paint stain,44
440331,dark red meranti light red meranti and meranti,44
440333,keruing ramin kapur teak jongkong merbau,44
440335,tiama mansonia ilomba dibetou limba and azo,44
440392,beech fagus spp wood in the rough excl tr,44
440410,coniferous hoopwood split poles etc wooden s,44
440500,wood wool wood flour,44
440690,railway or tramway sleepers crossties of woo,44
440721,specified tropical woods meranti etc sawn le,44
440723,baboen mahogany imbuia and balsa wood sawn l,44
440792,beech fagus spp woodsawnchipped lengthwise,44
440810,coniferous veneer sheets and sheets for plywood,44
440890,veneer sheets and sheets for plywood and other,44
440920,nonconiferous wood continuously shaped along,44
441090,particle board and similar board of ligneous ma,44
441119,fibreboard of a density 08gcm3 nes,44
441129,fibreboard of a density 05gcm3 but 08gcm,44
441139,fibreboard of a density 035gcm3 but 05gc,44
441199,fibreboard of a density 035gcm3 nes,44
441212,plywood with 1 outer ply of nonconiferous wo,44
441221,plywood 6mm nonconiferous outer ply with,44
441291,plywood containing at  least one layer of pa,44
441300,densified wood in blocks plates strips or pr,44
441510,cases boxes crates drums and similar packing,44
441600,casks barrets vats tubs etc and parts ther,44
441810,windows frenchwindows and their frames of wo,44
441830,parquet panels of wood,44
441850,shingles and shakes of wood,44
441900,tableware and kitchenware of wood,44
442090,wood marquetry inlaid wood caskets of wood,44
442190,articles of wood nes,44
450190,waste cork crushed granulated or ground cork,45
450310,corks and stoppers of natural cork,45
450410,blocks tiles of any shape solid cylinders,45
460120,mats matting and screens of vegetable material,46
460199,plaiting materials excl vegetable in sheet,46
460290,articles of plaiting materials excl of vegeta,46
470200,chemical wood pulp dissolving grades,47
470319,unbleached nonconiferous chemical wood pulp s,47
470329,semi or bleached nonconiferous chemical wood,47
470419,unbleached nonconiferous chemical wood pulp s,47
470429,semi or bleached nonconiferous chemical wood,47
470610,cotton linters pulp,47
470692,chemical pulp of fibrous cellulosic material e,47
470710,waste and scrap of unbleached kraft paper pape,47
470730,waste and scrap of paper or paperboard made mai,47
480210,handmade paper and paperboard,48
480230,carbonizing base paper uncoated in rolls or s,48
480251,paper excl mechanical fibres weighing 4,48
480253,paper excl mechanical fibres weighing 1,48
480300,toilet similar paper in rolls or sheets,48
480419,kraftliner uncoated excl unbleached in rol,48
480429,sack kraft paper excl unbleached uncoated,48
480439,kraft paper excl unbleached weighing 1,48
480442,kraft paper weighing 150gm2 but 225gm2,48
480451,unbleached kraft paper weighing 225gm2,48
480459,kraft paper weighing 225gm2 nes,48
480521,multiply paper and paperboard with each layer,48
480523,multiply paper two outer layers bleached i,48
480530,sulphite wrapping paper in rolls or sheets,48
480550,felt paper and paperboard in rolls or sheets,48
480570,paper in rolls or sheets weighing 150gm2,48
480610,vegetable parchment in rolls or sheets,48
480630,tracing papers in rolls or sheets,48
480710,composite paper laminated with bitumen etc,48
480799,composite paper and paperboard in rolls or she,48
480820,sack kraft paper creped or crinkled in rolls,48
480890,paper and paperboard corrugated creped etc,48
480920,selfcopy paper in rolls or sheets,48
481011,paper coated with kaolin etc weighing 1,48
481021,lightweight coated paper for writing etc 10,48
481031,kraft paper bleached 95 chemical fibres,48
481039,kraft paper and paperboard coated nes,48
481099,paper and paperboard coated with kaolin etc,48
481121,selfadhesive paper and paperboard,48
481131,paper coated with plastics bleached and,48
481140,paper and paperboard coated with wax paraff,48
481200,filter blocks slabs and plates of paper pulp,48
481320,cigarette paper in rolls of a width 5cm,48
481410,ingrain paper,48
481430,wallpaper etc consisting of paper covered wit,48
481500,floor coverings on a base of paper or of paperb,48
481620,selfcopy paper,48
481690,copying or transfer paper nes offset plates,48
481720,letter cards plain postcards and correspondanc,48
481810,toilet paper,48
481830,tablecloths and serviettes of paper,48
481850,articles of apparel and clothing of paper cell,48
481910,cartons boxes and cases of corrugated paper o,48
481930,sacks and bags having a base of a width of 4,48
481950,packing containers including record sleeves o,48
482010,registers account books order and receipt boo,48
482030,binders other than book covers folders and f,48
482050,albums for stamps or for collections of paper o,48
482110,printed paper or paperboard labels of all kinds,48
482210,bobbins spools of paper or paperboard for,48
482311,selfadhesive paper in strips or rolls,48
482320,filter paper and paperboard cut to shape,48
482340,rolls sheets and dials printed for selfrecor,48
482359,paper and paperboard writing printing etc cu,48
482370,moulded or pressed articles of paper pulp,48
490191,dictionaries and encyclopaedias and serial ins,49
490210,newspapers journals and periodicals appearing,49
